id,title,work_type,industry
116238,Book Keeper,,
116235,Information Technology Intern - Abuja,,
116234,Storekeeper,,
116229,Business Sales Advisor,,
116222,Corps Member,,
116221,Executive Assistant (Intern),,
116220,ICLA Technical Assistant,,
116219,Deputy Finance and Compliance Manager,,
116217,Deputy MEAL Head of Department,,
116215,Warehouse and Logistics Assistant,,
116214,Mathematics / Further Mathematics Teacher,,
116210,Human Resource Manager,,
116207,Information Technology Intern,,
116204,Head of Engineering,,
116199,Grants Officer,,
116190,Nursery Class teacher,,
116184,Internal Marketer,,
116183,Deputy MEAL Head of Department,,
116182,Corporate Sales Executive,,
116179,Computer Operator,,
116178,Quality Control Officer,,
116171,Warehouse and Logistics Assistant,,
116170,Business Development Executive Trainee,,
116168,English and Literature in English teacher,,
116167,Production Officer,,
116164,Experienced Human Resources (HR) Personnel,,
116163,Assistant Surprise Planner,,
116162,Mathematics / Further Mathematics teacher,,
116161,Human Resource Manager,,
116160,Government and Corporate Liaison Officer,,
116158,Admin Assistant,,
116155,teacher,,
116154,Storekeeper,,
116153,Quality Control Officer,,
116143,CX Measurement and Reporting Manager,,
116138,Waiter/Waitress,,
116137,Quality Assurance Nurse,,
116136,Sales Executive,,
116132,Program Manager I - Agriculture & Livelihoods,,
116130,SAP Application Support Specialist (O2C Workstream),,
116129,Area Sales Manager,,
116128,GSA / Front Desk Personnel,,
116115,Spy Police / Executive Driver,,
116114,"Associate Director, Health Systems and State Coordination",,
116111,Accountant,,
116109,Estimator,,
116107,Professor (Engineering),,
116106,Content / Social Media Manager,,
116105,Head of Learning and Development,,
116104,Digital Marketer,,
116103,Corps Member,,
116101,Ediror,,
116098,Pharmacy technician,,
116096,Life Manager,,
116095,Internal Auditor,,
116093,Security Officer,,
116084,Personal Assistant,,
116083,Front Desk Officer,,
116082,Digital Marketer,,
116081,Driver (Manual Car),,
116080,Chief Accountant,,
116079,Sales and Career Advisor,,
116078,Business Development Manager (Upstream Oil & Gas Services Sector),,
116076,Business Development Executive (Bidder),,
116075,Solar Sales Representative,,
116074,Lead Sourcing Agent,,
116072,Intern,,
116070,Account Supervisor,,
116068,Female Marketing Officer,,
116066,Accountant,,
116065,Books & Media Officer,,
116057,Volunteer Media and Communications team Lead,,
116054,Quality Assurance & Control Officer,,
116038,Plumber,,
116037,Electro-Mechanical Technician (Water and Waste Water Engineering),,
116028,Storekeeper,,
115992,"Lead, Bunker Management",,
115988,Procurement Personnel,,
115983,Safety & Security Officer,,
115982,Intermidiate Software Developer (JAVA-VERTX/C++),,
115981,Senior Project Officer- Youth Enterprise and Economic Strengthening,,
115977,Human Resources (HR) Manager,,
115975,Technical Manager,,
115923,Head of Designs,,
115921,Pharmacist,,
115916,Sales Analyst,,
115911,Account Officer,,
115867,Senior Logistics Manager,,
115836,Digital Marketing and Sales Lead,,
115835,Social Media and Blog Manager (Remote),,
115825,Graphics Designer,,
115824,Web Developer,,
115823,Web Developer,,
115812,Accountant / Admin Officer,,
115810,MEAL Director,,
115809,Account Officer,,
115806,Full Stack Developer,,
115805,Assistant Head of Early Years,,
115804,HR / Admin Manager / Accountant,,
115802,Mathematics teacher,,
115798,ICt Professional (teacher),,
115797,Internal Auditor,,
115796,Business Development & Marketing Lead - Edtech,,
115795,Audit Officer,,
115792,Logistics Manager,,
115780,Program Officer,,
115779,Biomed Engineers,,
115778,Personal Assistant,,
115739,Nursing Officer,,
115734,Cleaners / Janitors,,
115708,Customer Service Officer,,
115705,"Officer, MHPSS",,
115704,"Specialist, MHPSS - mhGAP",,
115702,"Senior Officer, MHPSS",,
115697,Fish Farm Manager,,
115691,Quality Control / Assurance Officer,,
115687,Front Desk Officer,,
115686,Accountant - Cost & Receivables,,
115684,Project Management Officer,,
115683,Finance Analyst,,
115682,Creche Nanny / Caregiver,,
115681,Information Management (IM) Data Associate,,
115678,Field Officer (Not Marketing),,
115676,Poultry Farm Manager,,
115675,Executive Assistant,,
115674,Back-End Developer,,
115673,Business & Operations Manager,,
115658,Sales Manager,,
115657,Investment Analyst,,
115653,Maternal and Newborn Health Officer,,
115649,Short Service Combatant (SSC) Commission Officer,,
115642,"WASH Private Sector Engagement Specialist for Lagos Urban Water, Sanitation, and Hygiene (LUWASH) Activity",,
115637,Slickline/Wireline Competency Assessor/Mentor,,
115632,Engineering Graduate Trainee ( Water and Wastewater Engineering),,
115630,Graduate Trainees,,
115629,Sales Representative (Door-to-Door),,
115628,Engineering Project Lead,,
115626,Project Manager,,
115623,Woodworking Workshop Production Manager,,
115616,IoT Engineer,,
115612,Finance and Risk Manager,,
115610,Finance Analyst,,
115605,Information Management (IM) Data Associate,,
115604,"Strategic Partnerships and Fundraising Lead, HETA",,
115600,"Specialist, MHPSS - mhGAP",,
115599,Human Resources & Administration Officer (Maternity Cover),,
115598,Senior M&E Associate,,
115595,"Lead, Data Center & tech Infrastructure",,
115594,Information technology Officer,,
115593,"Lead, Central Workshop Engineer",,
115592,"Lead, Compliance Management",,
115590,"Lead, terminal Representative",,
115589,"Senior tax Analyst, tax Compliance / Reporting Direct taxes New Energy / Business Services",,
115588,"Lead, Solutions Design",,
115587,"Lead - Governance, Risk & Compliance",,
115586,"Lead, Business Performance & Kpis Venture Asset",,
115585,"Lead, Oil & Ngls Contract Negotiations Advisor",,
115584,"Senior tax Analyst, tax Compliance / Reporting Direct taxes Upstream",,
115583,"Lead Counsel, Downstream Commercial Agreements",,
115582,"Senior tax Analyst (tax Planning & Advisory), New Energy / Business Services",,
115581,"Lead, Property Law",,
115580,Sales Representative (Plastic),,
115579,Cleaner / janitor,,
115578,"Lead, Network Infrastructure",,
115577,"Lead Counsel, Management Secretariat",,
115576,"Lead, Cost Excellence",,
115575,"Senior tax Analyst, tax Compliance / Reporting Direct taxes",,
115574,Lead Operational Performance,,
115573,"Lead, Quality Assurance / Quality Control Analyst 1",,
115572,"Lead, Funding Advisor - jv Investment",,
115570,"Lead, Bunker Management",,
115569,"Lead, Compliance",,
115568,"Lead, Project Control I",,
115567,"Lead tax Analyst, transfer Pricing & International taxation",,
115565,Business Analyst,,
115562,Accountant,,
115561,Sales Assistant,,
115560,Retail Sales Associate,,
115543,Project Manager,,
115537,Production Supervisors,,
115536,Medical Doctor,,
115532,AC Sales Executive (B2B / OT),,
115518,Tech Project Manager,,
115516,Personal Assistant to MD,,
115508,UI / UX Designer (NYSC),,
115506,Business Analyst / Software Project Manager,,
115505,Assistant Pastry Chef,,
115499,travel Consultant,,
115492,Relationship Officer,,
115474,Factory Worker,,
115472,Partnership Officer (NFtE),,
115470,Full Stack Developer,,
115467,Area Sales Manager,,
115465,junior Facility Officer,,
115463,Administrative Secretary,,
115422,Administrative Assistant,,
115420,Regional Business Development Specialist II,,
115419,Sales & Marketing Officer,,
115417,Chief Operating Officer,,
115415,Room Attendant,,
115412,Mathematics Teacher,,
115411,Emergency Ambulance Driver,,
115410,Assistant Head of Early Years,,
115280,Sales Manager,,
115271,House Parent (Master & Mistress),,
115261,Operations Manager,,
115260,Process Officer,,
115255,Gardener,,
115254,Steward,,
115238,Senior Client Service Manager,,
115235,Nurse (First Aider),,
115234,Secretary,,
115233,Secretary,,
115224,Business Development Manager - Hospital,,
115222,Cook,,
115221,Driver,,
115220,Sales Agent (NYSC),,
115212,Retail Executive,,
115163,Oil & Gas Reliability Engineer II,,
115162,HR Officer,,
115161,Plant Operator,,
115158,Monitoring Evaluation Accountability and Learning (MEAL) Officer,,
115154,Complex / Regional Human Resources Business Partner (HRBP),,
115153,Division Manager - Corporate travel & Support Services (tCGS.3),,
115152,Principal Compliance Officer,,
115148,"Chief Ethics Officer - Regional & Country, PEtH",,
115147,Senior Strategy Analyst and Coordinator,,
115145,"Private Sector Credit Enhancement Facility Administrator (PSFA), PSF",,
115144,Director - Independent Review Mechanism (BIRM),,
115137,English Language tutor for Secondary School,,
115136,It Security Officer,,
115132,teacher,,
115121,Experienced Chiller / AC technician,,
115117,Education Programme Officer - (EU),,
115116,"Health, Safety, Security and Environment Officer (HSSE) - EU",,
115115,Human Resource Coordinator (Performance & talent Development),,
115114,Monitoring Evaluation Accountability and Learning (MEAL) Officer,,
115113,Gender and Social Inclusion Officer (EU),,
115112,Education Programme Officer - (EU),,
115106,House Parent (Master & Mistress),,
115104,Video Editor,,
115101,Oil & Gas Reliability Engineer II,,
115100,Storekeeper,,
115094,Cook,,
115093,Experienced Quality Control Officer (Chicken Processing),,
115092,"Executive Assistant, Business Development",,
115089,Videographer / Photographer,,
115088,"Health, Safety, and Environment (HSE) Officer",,
115087,Human Resource Generalist,,
115083,Plant Operator,,
115081,Nursery Educator,,
115080,Sales and Marketing Executive,,
115079,Human Resources (HR) Manager,,
115078,Administrative Assistant,,
115058,Chartered Accountant,,
115056,HSE Officer,,
115041,Durable Solutions and Self-Reliance Adviser,,
115040,Property Officer,,
115035,Preschool Montessori Teachers,,
115032,"Head of Strategy, Programme Effectiveness and Learning (SPEL)",,
115023,Financial Advisor,,
115020,Private Trust Advisor / Family Office Administrator,,
115019,Client Field Executives,,
115015,Inventory Assistant,,
115013,Business Development Consultant,,
115003,Senior Strategy Analyst and Coordinator,,
114997,Commercial Sales Executive,,
114980,Project Officer - Kebbi,,
114975,Quality Control Officer,,
114974,Procurement Officer,,
114973,On-Site Nurse,,
114972,Safety Officer,,
114971,HR Officer,,
114970,Logistics Officer,,
114969,Accountant,,
114968,Assistant Accountant,,
114967,Production Planner,,
114966,Executive Assistant,,
114965,Electrical Technician,,
114963,Sales and Marketing Manager,,
114958,Quality Control Officer,,
114957,Safety Officer,,
114956,Human Resources (HR) Officer,,
114955,On-site Nurse,,
114954,Electrical technician,,
114949,Account Officer - Strategic Partnership,,
114948,Manager - Strategic Partnership,,
114946,Client Experience Manager,,
114942,Accounts Officer (Cost Accounting),,
114939,Operations / Legal & Compliance Executive,,
114938,Operations Officer,,
114932,teacher,,
114931,Field Sales Agent,,
114928,Property Officer,,
114924,Account Intern (NYSC),,
114920,Office Director to the Board,,
114918,Communications Assistant,,
114917,Sales Executive,,
114910,Digital Business Developer,,
114909,Personal / Executive Assistant,,
114907,Head of Legal Outreach,,
114905,Assistant CLO Coordinator,,
114888,Invitation to Tender-Relaunch ITT Ref: 07-006-BOR-2024,,
114874,Accounts Officer,,
114873,Software/Technology Sales Specialist,,
114870,E-payment / Wallet Accountant,,
114869,Mobile Engineer (Flutter App),,
114868,Medical Officer,,
114860,Senior Project Engineer,,
114856,Quality Control Officer,,
114852,Legal and Compliance Analyst,,
114851,Legal Analyst,,
114849,Senior Mechanical Fitter,,
114845,Sales and Marketing Representative,,
114842,Legal Practitioner,,
114837,Accountant / Operational Executive,,
114835,Nigeria Research and Evaluation Lead,,
114832,Nigeria Agricultural Extension and Expansion Supervisor,,
114831,Safety & Patrol Officer - West & East,,
114830,Financial Analyst,,
114826,Fleet Officer - West & East,,
114825,Financial Reporting Manager,,
114820,Events Centre Manager,,
114818,Finance Executive - treasury,,
114817,Procurement Executive,,
114816,Senior Account Executive,,
114811,Business Manager,,
114810,Software / technology Sales Specialist,,
114809,Maintenance & Planning Manager,,
114808,Mobile Engineer (Flutter App),,
114805,Business Data Analyst,,
114804,Admission / Sales Officer,,
114802,Finance Intern,,
114796,Data Engineer,,
114612,Sales Associate,,
114611,Chief Operating Officer (COO),,
114591,Community Manager,,
114589,General Manager,,
114588,Human Resources (HR) Manager,,
114576,Corporate Dispatch Rider,,
114574,Sales Representative,,
114564,HR and Admin Manager,,
114561,Executive Chef,,
114542,Business Development Manager,,
114541,Business Development Manager,,
114479,"Safety, Security, Health, and Environment (SSHE) Specialist II",,
114475,Assistant Chef,,
114472,,,
114469,Waiter / waitress,,
114466,Compliance Officer,,
114450,Contract / Procurement Officer,,
114449,Customer Service Representative,,
114447,Senior Well Engineer / Well Delivery Manager,,
114446,"Head, Human Resources (HR) & Administration",,
114440,Reservoir Engineer,,
114439,Chemist,,
114438,Male Office Assistant,,
114437,Measurement Engineer,,
114436,Site Supervisor,,
114435,Electrotechnical Engineer,,
114434,Equipment Maintainer,,
114433,Production Manager,,
114432,Production Safety Officer,,
114408,Supply Chain/ Sourcing Officer,,
114407,Field Operations Assistant DTM,,
114405,Customer Service Officer,,
114403,Dentist,,
114401,"Director, Health Services",,
114397,Receptionist,,
114391,Geography Teacher,,
114370,Experienced Rider,,
114365,Human Resource Assistant,,
114361,Corporate Sales Executive,,
114356,Contract Field officer,,
114344,Senior Key Account Manager,,
114342,Automobile Upholster,,
114336,Billing Analyst II,,
114331,Protection Coordinator,,
114317,Lift Engineer,,
114315,Lift technician,,
114314,,,
114307,Instrument Maintenance technician III - Operations (tech),,
114306,"SSHE Specialist II - Safety, Security, Health, and Environmental (tech)",,
114305,Oil & Gas Reliability Engineer III - Engineering,,
114303,Financial Manager (Real Estate),,
114301,Protection Coordinator,,
114296,Director of School Programs,,
114295,Automobile Upholster,,
114293,Visual Content Creator,,
114292,School Administrator,,
114289,Office Administrator,,
114286,Experienced Driver,,
114285,It Student / Corps Member,,
114281,Digital Marketer,,
114280,Kitchen Supervisor,,
114264,Sales Merchandiser,,
114242,SSHE Specialist II,,
114240,Impact Study Physician,,
114222,Head of Legal & Compliance,,
114218,Contract Nutrition Technical Advisor,,
114212,Digital Marketing Intern,,
114209,Library Personnel,,
114208,Field Operations Assistant DtM,,
114207,Chief Finance Officer (CFO),,
114200,Project Manager,,
114199,Rotating Equipment Specialist,,
114198,Key Account Executive,,
114195,turbo Machinery Specialist,,
114194,NYSC Member (Accounting),,
114193,Purchasing Officer,,
114189,Instrumentation and Controls Specialist,,
114179,Lead technician,,
114176,technician,,
114171,QA/QC Inspector,,
114170,Storekeeper,,
113987,Digital Marketing Specialist,,
113984,Graphic Designer,,
113979,Field Service team Lead,,
113966,DevOps Engineer,,
113964,Sales & Marketing Manager,,
113962,Sales Executive,,
113956,Sales Account Manager,,
113951,Finance Manager,,
113950,Superintendent Pharmacist,,
113943,Field Service Team Lead,,
113942,Marketing & Brand Lead,,
113941,Salon Manager,,
113940,Operations Manager,,
113934,Account Officer,,
113925,Sales Manager,,
113904,Field Operations Technician,,
113902,IT Support Staff Kano (Comfort Hub Hotel),,
113889,Senior Finance Advisor / Manager,,
113882,Customer Satisfaction Representative,,
113880,HR Manager,,
113878,Product Maintenance Engineer (telecom),,
113877,Operations Supervisor,,
113875,Strategy and NPD Manager,,
113874,,,
113873,Alumni Engagement Lead,,
113851,Cost Controller,,
113850,QA Analyst,,
113849,"Senior Associate, Industry Services and Research",,
113846,SME Relationship Manager,,
113845,tech Support / It Staff (VI),,
113843,Internal Auditor,,
113840,Sales Manager,,
113838,Professional Baker,,
113837,Digital Account Lead & Strategist,,
113836,Brand Partnerships Manager,,
113835,Senior Digital Sales Strategist,,
113834,Head of Growth,,
113828,Brand & Communications Manager,,
113823,Administrative Officer,,
113822,Chief Executive Officer,,
113821,Head of Finance,,
113816,"Senior Manager (Retail, transport & Logistics)",,
113815,Firstmonie Field Officer,,
113814,Business Development Manager - Oil and Gas,,
113809,Quality Control Analyst,,
113776,Business Support/ Digital Marketer,,
113775,Project Manager,,
113770,Marketing Executive,,
113762,Consultant - Remote,,
113758,Project/Grant Accountant,,
113755,Human Resource Coordinator (Performance & Talent Development),,
113752,Shift Supervisor - Lekki,,
113747,Safety & Security Coordinator _ North West (SSC),,
113743,Mechanical Technician,,
113736,Maintenance Planner,,
113728,Powder Coating Supervisor,,
113716,"Procurement, Admin & Logistics Coordinator",,
113707,Program Manager,,
113703,Nail technician,,
113697,Senior Finance Advisor / Manager,,
113695,Account Manager,,
113693,Group General Manager,,
113690,HSE Specialist,,
113689,Business Support / Digital Marketer,,
113684,Personal Assistant to the Director (Female),,
113683,Bartender,,
113682,Waiter / Waitress,,
113681,technical Services Manager,,
113677,Finance Reporting Manager,,
113675,"Associate Vice President, Research",,
113674,Supervising Process Engineer,,
113660,Sales and Marketing Executive,,
113641,Drivers,,
113633,Senior Mechanical Engineer (Static & Rotating Equipment),,
113631,Loaders,,
113629,Sales Manager,,
113619,OSF Economic Justice Advisor,,
113612,Senior MSA Marketing Intelligence/ Analytics Officer,,
113611,Cook,,
113609,Compliance Officer,,
113607,Physics Teacher,,
113602,Customer Service Officer (Hybrid),,
113601,Senior Instrumentation Engineer,,
113600,Cleaner,,
113597,Land Surveyor,,
113594,Female Marketing Officer,,
113592,Graphics Designer / Digital Marketer,,
113591,Business Development Manager - technology Sales,,
113590,Business Development Executive (Airline),,
113588,Center Head,,
113584,"Head, Client Relations",,
113580,Accountant (Intermidiate),,
113578,Administrative / Facility Officer,,
113573,truck Driver,,
113567,Sales and Marketing Representative,,
113564,,,
113556,Basic Science Teacher,,
113552,Customer Service Representative,,
113551,Production Supervisor,,
113542,Snr. Sales Manager - Tech Sales,,
113538,Territory Manager,,
113522,Accountant/Internal Auditor,,
113517,Internal Control Officer - Magboro,,
113331,Basic Science teacher,,
113328,Dance / Music Instructor,,
113322,Financial Accountant,,
113321,Front Desk Officer,,
113320,Software Engineer,,
113319,Optometrist,,
113318,English teacher,,
113317,Project Supervisor,,
113316,Head Mistress / Head Master,,
113315,Primary School teacher (Arts & Science),,
113314,Administrative / Human Resources (HR) Officer,,
113312,Finance Manager,,
113309,Medical Officer Disease Control and Immunization,,
113308,Software Engineer,,
113303,Physics teacher,,
113302,Human Resources (HR) Executive,,
113300,Creative Lead,,
113299,Principal,,
113298,Christian Religious Studies (CRS) teacher,,
113294,Computer teacher,,
113293,National Cook,,
113292,French teacher,,
113291,Secondary School teacher,,
113286,"Senior Manager, Projects and Administration",,
113282,Accountant,,
113281,Video Creator / Video Editor,,
113278,Graphic Designer,,
113275,Executive Assistant,,
113254,Petroleum Technology Development Fund (PTDF) Professorial Chair (Petroleum Geology),,
113252,Business Manager,,
113245,Early Years Teacher,,
113243,IT / Health Informatics Officer,,
113242,"Health, Safety, Security and Environment Officer (HSSE)",,
113227,State Coordinator,,
113215,Hospital Administrator,,
113212,GIS Analyst,,
113197,Chief Administrative / HR Officer,,
113195,Business Development Manager,,
113187,Digital Marketer,,
113181,Customer Care Representative (Call Centre),,
113180,training Manager,,
113177,Realtor,,
113176,Network Core Service Delivery Manager,,
113175,Relationship Manager,,
113174,Accountant / Internal Auditor,,
113172,Recruitment Officer,,
113170,General Manager,,
113165,Electrical Installing trainer,,
113164,Human Resources (HR) Personnel,,
113163,Curriculum Developer,,
113162,training Manager,,
113160,It Personnel,,
113159,Plumbing trainer,,
113158,Instructor,,
113157,Quality Assurance Officer,,
113145,People and Culture Associate,,
113142,News Reporter,,
113135,Service Operations Manager,,
113134,"junior Manager, Projects and Administration",,
113130,Content Creator / Social Media Manager,,
113125,Lawyer,,
113124,Pre-School Teacher,,
113122,Graduate Trainees (Brand Activation Executives),,
113121,Field & Cable Landing Station Manager,,
113108,Call for National Tender for the Purchase of Nutrition Package,,
113104,Driver,,
113096,Human Resources Officer,,
113093,Human Resources Business Partner,,
113089,Cashier/Receptionist,,
113081,Physics Teacher,,
113079,Litigation Clerk,,
113076,Internal Auditor Manager,,
113054,Plumber,,
113050,Assistant Driver,,
113048,Senior Program Officer,,
113042,Professor (Basic Medical Sciences),,
113038,Facility Manager,,
113037,Community Mobilization Officer,,
113035,Accounts Officer,,
113033,"Relationship Manager, Institutional Asset Management",,
113028,Human Resources (HR) Officer,,
113016,Head of Product,,
113015,Growth Manager (B2B),,
113013,It / Health Informatics Officer,,
113011,GIS Specialist,,
112997,Grants Writer,,
112996,Data Analyst,,
112995,Data Officer,,
112990,Accounts Payable Officer,,
112977,Plumber/Handyman,,
112963,Relationship Manager,,
112959,IT Officer,,
112946,Head of Operations (Head HR/Admin ),,
112945,Customer Service Officer - Bodija,,
112941,SSHE Specialist II,,
112934,Senior HR Officer,,
112933,Joinery Production and Installation Manager(Expatriate),,
112929,Accountant / Funds Manager,,
112928,Cash and Voucher Assistance Program Officer-Dikwa,,
112927,Igbo Language Teacher,,
112926,Finance Manager,,
112922,Field Operations Manager,,
112920,Direct Sales Agent,,
112910,It Support Personnel,,
112909,Database Management Assistant,,
112908,Python Web (Django) Developer,,
112907,General Manager,,
112906,People and Business Lead,,
112870,Digital Marketing / Content Creation Executive,,
112857,Government Liaison Officer,,
112851,Experienced Chartered Accountant,,
112847,Yoruba teacher,,
112845,Principal Pivate Sector Analytics Officer,,
112844,OtC Sales Representative,,
112843,Senior Sales Executive,,
112837,Partnership Specialist,,
112836,Programme Manager - Inclusive Data,,
112810,Finance Lead,,
112658,Early Warning and Early Response (EWER) Intern,,
112653,Programme Manager – Inclusive Data,,
112608,Store Officer,,
112607,Account Payable Manager,,
112606,Websites Maintenance Intern (NYSC),,
112605,Industrial Attachment Trainee,,
112598,Security Personnels,,
112597,Digital Marketer,,
112596,"Head, Outsourcing Services",,
112594,Account Payable Manager,,
112590,Early Years teacher,,
112585,HR / Admin Officer,,
112583,Accountant / Funds Manager,,
112582,Business Developer,,
112581,Chief Financial Officer,,
112580,Finance Lead,,
112578,Procurement Manager,,
112577,Female Investment Executive,,
112576,Nursery School teacher / Primary School teacher,,
112575,Igbo / Yoruba / French Language teacher,,
112574,Credit Controller,,
112571,General Maintenance Officer,,
112568,E-Learning Course Developer,,
112496,Operations Manager,,
112486,"Manager, Account Management",,
112473,Food and Beverage Manager,,
112471,Procurement Officer,,
112470,Internal Auditor,,
112469,Programmes and Membership Intern,,
112467,Events/Sales Coordinator,,
112460,Management Trainee,,
112457,Investment Analyst,,
112451,Senior Manager Hybrid Seed Market Development,,
112450,Radiographer,,
112427,Web Full-Stack Developer,,
112420,Plant Manager,,
112409,Content Creator,,
112407,Front Desk Officer,,
112406,UI/UX Designer,,
112380,Direct Sales Agent,,
112379,Legal / HR Officer,,
112377,Store Attendant,,
112372,Plant Manager,,
112370,Courier Marketer,,
112369,Restaurant Supervisor,,
112366,NYSC Mechanical Engineer,,
112347,Sales Closer Specialist,,
112345,Tender Notice,,
112337,Corporate Sales Trainee Associate,,
112332,Assistant Manager,,
112328,Graphics Designer,,
112321,Personal Driver,,
112296,Senior Events / Sales Coordinator,,
112294,Waiter / Waitress / Bartender,,
112290,Laundry Attendant,,
112280,Security Operative,,
112279,Room Steward,,
112277,Procurement Officer,,
112265,Account Clerk,,
112262,Physics teacher,,
112195,Real Estate Manager,,
112192,Learning and Development Specialist,,
112066,Inventory Officer,,
112037,Account Officer,,
112024,Assistant Manager,,
112021,Electrical & Mechanical Engineer,,
112005,"Lead, technology & Digital Solutions",,
111992,Sales Manager,,
111937,Site Administrator,,
111936,Draftsman,,
111935,Accounts Officer,,
111930,Site Nurse,,
111923,Internal Audit Officer,,
111922,Internal Control Officer,,
111921,Senior Financial Accountant,,
111918,Ethics Advisor (Retainer),,
111916,HR Generalist,,
111915,team Lead Internal Control,,
111914,team Lead Internal Audit,,
111913,Procurement Supervisor,,
111900,Customer Service Representative (E-commerce),,
111889,HR & training Support Officer,,
111887,Poultry Processing Coordinator,,
111884,Android java Developer,,
111824,Administrative/Facilities Officer,,
111803,Accounts Manager,,
111801,Driver,,
111800,Operations Superintendent (Logistics & Supply Chain),,
111799,Special Education Needs Teacher,,
111789,Pen Supervisor,,
111787,Regional Accountant,,
111777,Security Guard,,
111764,Fleet Coordinator,,
111757,Procurement Analyst,,
111753,Font Desk Officer,,
111746,Head of Pharmacy,,
111745,"Head, Recruitment & Outsourcing Services and Executive Recruitment & OI",,
111739,Manager,,
111736,Logistics / Marketing Officer,,
111701,Figma UI / UX Designer,,
111697,Door Installer,,
111676,Communication and Marketing Manager - Social Media and Product Manager (Real Estate focus),,
111663,Procurement Officer,,
111623,Room Division Manager,,
111622,Front Desk Officer,,
111619,Store Manager,,
111618,Assistant Production Manager,,
111617,Food & Beverage Manager,,
111591,Fullstack Software Developer,,
111587,Digital Posting Executives,,
111582,Internal Control and Compliance Officer,,
111376,Human Resources (HR) Personnel,,
111375,Finance Manager,,
111371,"Hardware, Networking, Cybersecurity, Ethical Hacking Faculty",,
111369,Mathematics and English teacher,,
111367,Digital Posting Executive,,
111364,Chief Financial Officer,,
111363,"WordPress Support Specialist - CampusPress (PHP, MySQL, CSS, HtML)",,
111360,Purchase Administrator,,
111330,Procurement Officer,,
111328,Steel Fabrication Mechanic,,
111302,English & Literature teacher,,
111301,Business Development Executive,,
111300,Business Development Manager,,
111291,Receptionist / Front Desk Personnel,,
111288,Item Picker,,
111282,Manager / Salesperson,,
111279,Corporate Driver,,
111276,Indian / Chinese Chef,,
111275,Restaurant General Manager,,
111249,Business Development Lead,,
111246,Basic technology teacher,,
111237,Medical Laboratory Scientist,,
111236,Mathematics teacher,,
111218,NYSC Interns,,
111215,Teaching Assistant,,
111196,Personal Assistant,,
111195,Front Desk Officer,,
111163,Retail Showroom Manager - Port Harcourt,,
111151,Creative Director,,
111123,Laboratory Scientist,,
111121,Pharmacy technician,,
111120,Warehouse Supervisor,,
111119,Storekeeper,,
111118,Personal Assistant,,
111091,Senior Full Stack Software Engineer,,
111059,Senior Procurement Officer,,
111052,3D Manger,,
111034,Solar Energy Sales Executives (Female),,
111033,Sales and Business Development Executive,,
111030,Feed Sales Representative / Manager - Animal Feed,,
111027,Content / Social Media Manager,,
111006,Legal Manager,,
110988,Relationship Manager (Investment),,
110985,Sales Associate (Female),,
110980,Account Officer,,
110979,Customer Service Officer,,
110824,Hotel Accountant (Comfort Hub Hotel Kano State),,
110822,Food & Beverage Manager (Comfort Hub Kano State),,
110819,Medical Laboratory Scientist,,
110812,Business Operations Manager,,
110786,Assistant Event Producer,,
110768,Business Development Manager,,
110759,Marketing Executive,,
110756,Finance Manager,,
110755,Security Coordinator II,,
110745,HubSpot CRM and Marketing Analyst,,
110726,Electrician,,
110660,Administrative Assistant,,
110656,Sales Executive,,
110654,Commissioning Electrical Supervisor,,
110653,Commissioning Automation Specialist,,
110652,Commissioning Electrical Specialist,,
110649,Commissioning Process Supervisor,,
110648,Commissioning Analyzer Specialist,,
110647,Planning and Spare Part Specialist,,
110646,Commissioning HVAC Supervisor,,
110645,Commissioning Mechanical Supervisor,,
110644,Commissioning and Operation Panel Operator,,
110643,Commissioning Rotation Equipment Machinery Supervisor,,
110641,Head of Operations (Advertising & Media Firm),,
110636,Commissioning and Operation Field Operator,,
110635,Contract Manager,,
110634,Document Controller and Office Administrator,,
110633,Project Management Information System (PMIS) Administrator,,
110632,Project Manager,,
110631,Commissioning Lead,,
110630,Graphic Designer,,
110629,Video Editor,,
110628,Network Administrator,,
110609,Accountant,,
110599,Modern trade Manager,,
110577,"Head, IT Application Development",,
110575,Internal Audit & Investigation,,
110570,Sales Officer,,
110566,Sales and Marketing personnel,,
110559,Civil/Structural Engineer,,
110547,NYSC Corps Members,,
110544,Head of Finance,,
110493,Process Engineer,,
110491,Maintenance Superintendent,,
110488,Commissioning I & C Superintendent,,
110487,Commissioning Engineer,,
110485,Commissioning Instrument Supervisor,,
110483,Commissioning Rotating Equipment Specialist,,
110481,Operation Specialist,,
110475,Programmes and Membership Intern,,
110474,Commissioning telecommunication Specialist,,
110461,Commissioning Mechanical Superintendent,,
110460,Commissioning Electrical Superintendent,,
110438,Commissioning Process Superintendent,,
110437,Plumber / Handyman,,
110435,training Coordinator,,
110433,Production Supervisor,,
110432,Operation Readiness Lead,,
110430,Internal Control Officer,,
110429,Simultaneous Operations (SIMOPs) Coordinator,,
110424,Maintenance and Preservation Engineer,,
110410,Financial Analyst,,
110393,Business Development Executive,,
110382,Digital Marketer,,
110367,Finance Analyst,,
110362,Digital Marketer,,
110359,Financial Analyst,,
110355,Hotel Supervisor,,
110354,Statistician,,
110353,It Project Manager,,
110334,Fullstack Developer,,
110327,Business Development Executive / Digital Marketer,,
110325,Cooling truck Maintenance Engineer - Mechanical and Electrical,,
110315,Finance Analyst,,
